,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerName,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,match_id,match_date,position,playerId,Venue,xThreat,xThreat_gen,event_type,cumulative_mins,index,id,Score,match_string,team_name,shirtNo,is_open_play,is_progressive,is_pass_into_box,won_possession,key_pass,assist,FinalThirdPasses,is_carry_into_box,progressive_carry,pre_assist,distance,angle,switch
1720,868.5,76.0,33.0,30,24.4,75.6,84.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Destiny Udogie,28.7,70.9,,,,,,869.0,,,,,1729302,2023-09-30,DL,401044.0,Home,0.0007974823962475994,0.0007974823962475994,Carry,84.01666666666667,,,,,,,True,False,False,False,False,False,False,,,False,6.370243323453186,-0.8298133786443579,False
1721,869.0,76.0,34.0,30,28.7,70.9,84.0,2.0,,Successful,"[{'Zone': 'Back'}, {'PassEndX': '33.2'}, {'Angle': '5.33'}, {'Length': '8.2'}, {'PassEndY': '61.1'}, {'StandingSave': True}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,Destiny Udogie,33.2,61.1,,,,,,,,,,,1729302,2023-09-30,DL,401044.0,Home,0.0007974823962475994,0.0007974823962475994,Pass,84.03333333333333,1434.0,2597532447.0,2 : 1,Tottenham - Liverpool,Tottenham,38.0,True,False,False,False,False,False,False,,,False,10.783784122468333,-1.1403315539605887,False
1722,869.5,76.0,36.5,30,33.2,61.1,84.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Yves Bissouma,44.0,45.8,,,,,,870.0,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.0031271162475538586,0.0031271162475538586,Carry,84.075,,,,,,,True,False,False,False,False,False,False,,,False,18.727786842016332,-0.9561333748727314,False
1723,870.0,76.0,39.0,30,44.0,45.8,84.0,2.0,,Successful,"[{'Zone': 'Center'}, {'PassEndX': '57.0'}, {'Length': '18.0'}, {'Angle': '5.57'}, {'PassEndY': '28.6'}, {'StandingSave': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,Yves Bissouma,57.0,28.6,,,,,,,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.0031271162475538586,0.0031271162475538586,Pass,84.11666666666667,1435.0,2597532481.0,2 : 1,Tottenham - Liverpool,Tottenham,8.0,True,False,False,False,False,False,False,,,False,21.56014842249468,-0.923584659891846,False
1724,871.0,76.0,40.0,30,57.0,28.6,84.0,2.0,,Successful,"[{'PassEndX': '52.6'}, {'PassEndY': '34.7'}, {'Length': '6.2'}, {'StandingSave': True}, {'Angle': '2.41'}, {'Zone': 'Center'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,Pedro Porro,52.6,34.7,,,,,,,,,,,1729302,2023-09-30,DR,362352.0,Home,-0.0010279370101557994,0.0,Pass,84.13333333333334,1436.0,2597532521.0,2 : 1,Tottenham - Liverpool,Tottenham,23.0,True,False,False,False,False,False,False,,,False,7.521303078589508,2.1956825647104856,False
1725,871.5,76.0,41.5,30,52.6,34.7,84.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Yves Bissouma,59.0,35.6,,,,,,872.0,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.0037271489317170017,0.0037271489317170017,Carry,84.15833333333333,,,,,,,True,False,False,False,False,False,False,,,False,6.462971452822608,0.13970887428916345,False
1726,872.0,76.0,43.0,30,59.0,35.6,84.0,2.0,,Successful,"[{'PassEndX': '67.1'}, {'Angle': '1.22'}, {'Length': '24.9'}, {'StandingSave': True}, {'Zone': 'Center'}, {'PassEndY': '70.0'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passLeft', 'finalThird', 'pos']",True,Yves Bissouma,67.1,70.0,,,,,,,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.0037271489317170017,0.0037271489317170017,Pass,84.18333333333334,1437.0,2597532595.0,2 : 1,Tottenham - Liverpool,Tottenham,8.0,True,False,False,False,False,False,True,,,False,35.340769657719676,1.3395436375654206,False
1727,872.5,76.0,45.5,30,67.1,70.0,84.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,James Maddison,71.5,63.8,,,,,,873.0,,,,,1729302,2023-09-30,AMC,137015.0,Home,-0.00200573738738739,0.0,Carry,84.225,,,,,,,True,False,False,False,False,False,False,,,False,7.6026311234992905,-0.953604935254534,False
1728,873.0,76.0,48.0,30,71.5,63.8,84.0,2.0,,Successful,"[{'Length': '9.0'}, {'Zone': 'Center'}, {'PassEndX': '68.6'}, {'StandingSave': True}, {'Angle': '4.37'}, {'PassEndY': '51.4'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passRight', 'finalThird', 'pos']",True,James Maddison,68.6,51.4,,,,,,,,,,,1729302,2023-09-30,AMC,137015.0,Home,-0.00200573738738739,0.0,Pass,84.26666666666667,1438.0,2597532657.0,2 : 1,Tottenham - Liverpool,Tottenham,10.0,True,False,False,False,False,False,True,,,False,12.73459854098275,-1.8005380739456438,False
1729,873.5,76.0,49.0,30,68.6,51.4,84.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Yves Bissouma,67.9,44.2,,,,,,874.0,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.003770699783800322,0.003770699783800322,Carry,84.28333333333333,,,,,,,True,False,False,False,False,False,False,,,False,7.233947746562724,-1.667713954589258,False
1730,874.0,76.0,50.0,30,67.9,44.2,84.0,2.0,,Successful,"[{'Length': '22.4'}, {'PassEndY': '13.8'}, {'PassEndX': '76.0'}, {'Zone': 'Right'}, {'Angle': '5.10'}, {'StandingSave': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passRight', 'finalThird', 'pos']",True,Yves Bissouma,76.0,13.8,,,,,,,,,,,1729302,2023-09-30,DMC,303096.0,Home,0.003770699783800322,0.003770699783800322,Pass,84.3,1439.0,2597532705.0,2 : 1,Tottenham - Liverpool,Tottenham,8.0,True,False,False,False,False,False,True,,,False,31.460610292872577,-1.310398685249445,False
1731,874.5,76.0,52.0,30,76.0,13.8,84.0,2.0,"{'value': 99, 'displayName': 'Carry'}",Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,Dejan Kulusevski,84.0,13.4,,,,,,875.0,,,,,1729302,2023-09-30,AMR,355855.0,Home,0.014287603877255639,0.014287603877255639,Carry,84.33333333333334,,,,,,,True,False,False,False,False,False,False,,,False,8.009993757800315,-0.04995839572194281,False
